Page Name,Post Created,Shares,Message,URL
Palestine International Broadcast,2024-04-27 11:15:05 EDT,90,Erdogan describes Netanyahu as the “butcher of Gaza” and denounces “genocide.” Turkish President Recep Tayyip Erdogan has described Israeli Prime Minister Benjamin Netanyahu as the “butcher of Gaza” and stated that his government will not remain silent in the face of what he considers “genocide.”,https://www.facebook.com/100069351265250/posts/756763243312044
Palestine International Broadcast,2023-10-28 13:30:00 EDT,226,Anti Zionist genocide campaign call on the world to stop annihilating Gaza #SharePost #ShareThisPost #ShareThis #shares #shareforshare #family #likeforlikes #likesforlike #LikeFollowShare #like #liketime #likers #reels #reelsviralシ #reel #gaza #GazaGenocide #gazaunderattack #GazaUnderAttack #gazanation #Gaza_is_under_bombardment #GazaWar #starlinkforgaza,https://www.facebook.com/100069351265250/posts/652440317077671
Palestine International Broadcast,2023-10-28 15:30:02 EDT,150,"Japan, act of solidarity with the Palestinian cause #SharePost #ShareThisPost #ShareThis #shares #shareforshare #family #likeforlikes #likesforlike #LikeFollowShare #like #liketime #likers #reels #reelsviralシ #reel #gaza #GazaGenocide #gazaunderattack #GazaUnderAttack #gazanation #Gaza_is_under_bombardment #GazaWar",https://www.facebook.com/100069351265250/posts/652505880404448
Palestine International Broadcast,2023-11-13 15:14:44 EST,356,Israel's Massacre of Gaza Hospitals #ceasefireInGazaNOW #GazaGenocide #ChildrenLivesMatter #palestinelivesmatter,https://www.facebook.com/100069351265250/posts/661430596178643
Palestine International Broadcast,2023-10-28 12:30:00 EDT,270,#Pakistan has spoken #SharePost #ShareThisPost #ShareThis #shares #shareforshare #family #likeforlikes #likesforlike #LikeFollowShare #like #liketime #likers #reels #reelsviralシ #reel #gaza #GazaGenocide #gazaunderattack #GazaUnderAttack #gazanation #Gaza_is_under_bombardment #GazaWar,https://www.facebook.com/100069351265250/posts/652413120413724
Palestine International Broadcast,2023-10-28 04:10:46 EDT,234,"🛑Message from a Palestinian from the Gaza Strip : ""Tell Muslim countries not to offer funeral prayers for us. We are alive, it is you who died‼️"" #SharePost #ShareThisPost #ShareThis #shares #shareforshare #family #likeforlikes #likesforlike #LikeFollowShare #like #liketime #likers #reelsviralシ #reel #gaza #GazaGenocide #gazaunderattack #GazaUnderAttack #gazanation #Gaza_is_under_bombardment #GazaWar #muslim #Qatar #islam",https://www.facebook.com/100069351265250/posts/652252880429748
Palestine International Broadcast,2023-12-25 06:01:00 EST,102,World celebrations of the new year start with reminding all ppeoples around the world of their human duty to wake up to stop Israel's genocide against Gaza,https://www.facebook.com/100069351265250/posts/684491057205930
Palestine International Broadcast,2024-03-07 15:15:04 EST,217,"An investigation by Israeli Haaretz confirms that 27 abductees from Gaza ""died"" in the custody of Israel's military since the start of the genocide. Most of them were killed in two detention centres, which have been identified as ""Sde Teman"" and ""Anatot.""",https://www.facebook.com/100069351265250/posts/727285616259807
Palestine International Broadcast,2023-10-23 08:30:02 EDT,230,This is Gaza! Don't stop talking about Palestine! #trendingreels #trendingreelsvideo #JeninUnderAttack #trendingaudio #SharePost #trendingmovie #Palestinians #Palestine #Palestina #gaza #GazaGenocide #gazaunderattack #Gaza_is_under_bombardment #gazanation #GazaUnderAttack #GazaPalestine #share #reels,https://www.facebook.com/100069351265250/posts/649189234069446
Palestine International Broadcast,2023-10-21 12:35:45 EDT,229,Israeli Genocide Against Gaza 4358 Palestinians Killed 17056 Palestinian Injured #christianity #GazaGenocide #orthodoxchurch #jesuschrist #Gaza_Under_Attack #UN #UnitedNations #healthworkers #redcross #children #SaveTheChildren #infant #Palestine,https://www.facebook.com/100069351265250/posts/648175087504194
Palestine International Broadcast,2023-10-24 08:00:04 EDT,208,Israeli warplanes attack a civilian building in the vicinity of the Al-Wafa Hospital in Gaza. #GazaGenocide #trendingreels #trendingreelsvideo #gazaunderattacks #GazaNation #shareresep #ShareThisPost #arab #hospitality #hospital,https://www.facebook.com/100069351265250/posts/649898540665182
Palestine International Broadcast,2023-10-25 12:00:06 EDT,81,"At Al-Shifa Hospital, Palestinian children are trying to have fun by drawing on paper amidst the unrelenting Israeli bombing all around the #Gaza Strip. #art #GazaGenocide #trendingreels #trendingreelsvideo #gazaunderattacks #GazaNation #shareresep #ShareThisPost #arab #hospitality #hospital",https://www.facebook.com/100069351265250/posts/650645133923856
Palestine International Broadcast,2024-06-17 00:54:11 EDT,223,A pro Palestine protest was overrun with police exerting their brutality on protesters calling for an end to Israel’s genocide on Gaza in Berlin. Police violence against any pro Palestine sentiment has become increasingly suppressed in Germany over the past several months.,https://www.facebook.com/100069351265250/posts/787830490205319
Palestine International Broadcast,2023-10-26 07:30:01 EDT,190,See the aftermath of the destruction caused by the occupation aircraft's bombing of the Al-Maghazi bakery in the central province of #Gaza #Palestine #GazaGenocide #Gaza_is_under_bombardment #GazaPalestine #Palestina #SharePost #gazanation #Palestinians #GazaNation #gazaunderattack #journalism #AlJazira,https://www.facebook.com/100069351265250/posts/651186730536363
Palestine International Broadcast,2023-10-23 11:00:01 EDT,123,Thousands of protesters in Los Angeles press thei American government to stop Israeli massacre against Gaza #trendingreels #trendingreelsvideo #kids #arab #SharePost #trendingmovie #Palestinians #Palestine #Palestina #gaza #GazaGenocide #gazaunderattack #Gaza_is_under_bombardment #gazanation #GazaUnderAttack #GazaPalestine #christianity #ChristianLife #GazaNation #palestineforever,https://www.facebook.com/100069351265250/posts/649251097396593
Palestine International Broadcast,2024-03-24 18:47:48 EDT,67,"A massive protest in Amman, condemning the Israeli genocide in Gaza,",https://www.facebook.com/100069351265250/posts/736845415303827
Palestine International Broadcast,2023-10-17 13:52:02 EDT,339,🔺It is Israeli genocide against Gaza killing hundreds in hospitals ⭕Israel bombed Gaza hospitals killing 800 people inside #GazaUnderAttack #gaza_under_attack_now #Gaza #gaza #BDS,https://www.facebook.com/100069351265250/posts/645798597741843
Palestine International Broadcast,2024-03-24 10:30:04 EDT,83,"Palestine isn't Alone! All that is Needed Concrete Action to Stop Genocide in Gaza The head of Pakistan delegation Speaker Mr. Sardar Ayaz Sadiq sits side by side with the Palestine Delegation, headed by Deputy Speaker Mr. Musa Hadid. Pakistan among the leaders to press end to hostilities in Gaza",https://www.facebook.com/100069351265250/posts/736615625326806
Palestine International Broadcast,2024-05-13 11:00:45 EDT,111,Denmark's Pro-Justice People Protest Israeli Genocide in Gaza,https://www.facebook.com/100069351265250/posts/766286832359685
Palestine International Broadcast,2023-10-28 08:00:06 EDT,194,Palestinians inspect the destruction inflicted by Israeli airstrikes last night in northern Gaza. #SharePost #ShareThisPost #ShareThis #shares #shareforshare #family #likeforlikes #likesforlike #LikeFollowShare #like #liketime #likers #reels #reelsviralシ #reel #gaza #GazaGenocide #gazaunderattack #GazaUnderAttack #gazanation #Gaza_is_under_bombardment #GazaWar #Qatar,https://www.facebook.com/100069351265250/posts/652318437089859
Palestine International Broadcast,2023-10-21 09:00:07 EDT,241,Israeli occupation genocide against G/aza #usa #Gaza #trendingreels #explorereels #trendingaudio #explorepage #exploremore #SharePost #shareresep #reels #SharePost #ShareThisPost #shareforshare #saturdays #saturdaymorning #humanrights #HumanRightsViolations #HumanRightsWatch #humanrightsforall #HumanRightsChallenge #HumanRightsDefenders #gaza_under_attack_now #home #family,https://www.facebook.com/100069351265250/posts/648026787519024
Palestine International Broadcast,2024-04-22 23:45:06 EDT,226,"US funds Isra eli terrorism US house today approved ( senate approval is expected, then President signature ) 17 Billions dollars to Isra eli terrorism and genocide in Gaza. Shame on the President and who voted yes Not in our names , our tax money . In November, we’ll remember.",https://www.facebook.com/100069351265250/posts/753981446923557
Palestine International Broadcast,2023-10-28 10:00:15 EDT,181,Massive crowds take over central London for the third week in a row in solidarity with the Palestinian people who are facing an Israeli genocide campaign these days. #GazaGenocide #GazaUnderAttack #SharePost #ShareThisPost #ShareThis #shares #shareforshare #family #likeforlikes #likesforlike #LikeFollowShare #like #liketime #likers #reels #reelsviralシ #reel #gaza #October #gazaunderattack #solidarity #gazanation #Gaza_is_under_bombardment #GazaWar,https://www.facebook.com/100069351265250/posts/652376530417383
Palestine International Broadcast,2023-10-20 07:59:48 EDT,100,"Malaysia Stands By Palestine Thousands rally in Malaysia in front of the American Embassy, in support of Palestine as Israeli genocide campaign against Gaza mounts",https://www.facebook.com/100069351265250/posts/647415810913455
Palestine International Broadcast,2023-10-22 21:00:58 EDT,74,More People of Boston in the US raise their voice aloud calling for stopping the Israeli genocide against Gaza,https://www.facebook.com/100069351265250/posts/648860024102367
Palestine International Broadcast,2024-02-10 16:31:36 EST,196,Gaza Bleeding Death-awaiting City of Rafah Israeli forces got the green light to start genocide in Rafah that is the most overcrowded city in the world 65 square kilometers for 1.8 million displaced Palestinians,https://www.facebook.com/100069351265250/posts/712775191044183
Palestine International Broadcast,2024-06-13 03:00:34 EDT,120,A Palestinian confronts Senator Cory Booker for his support of Israel and defending its genocide of Palestinians in Gaza.,https://www.facebook.com/100069351265250/posts/785323620456006
Palestine International Broadcast,2024-01-12 11:00:59 EST,221,Uncle: Take me to my mother! Israeli burial of Gaza children under rubble is much more than genocide,https://www.facebook.com/100069351265250/posts/694563189532050
Palestine International Broadcast,2023-10-22 20:00:26 EDT,103,The people of Morocco call on all Arab peoples to stand in the face of the Israeli genocide against Gaza,https://www.facebook.com/100069351265250/posts/648859880769048
Palestine International Broadcast,2024-06-16 11:58:20 EDT,72,The Sweden Social Democrats Organize a Seminar on How to Raise the Voice of Justice and Peace in Palestine in the Face of the Israeli Genocide against Gaza,https://www.facebook.com/100069351265250/posts/787520056903029
Palestine International Broadcast,2023-10-27 02:15:01 EDT,82,Iran's Foreign Minister at UNGA: The Genocide in Gaza must stop. Displacing Palestinians from their homes must stop and the Palestinian fighters have legitimate right to fight the Israeli occupying power.,https://www.facebook.com/100069351265250/posts/651415180513518
Palestine International Broadcast,2023-10-21 10:00:02 EDT,101,This is just the start of London protest against Israeli genocide campaign against G/aza #London #usa #Gaza #trendingreels #explorereels #trendingaudio #explorepage #exploremore #SharePost #reels #SharePost #ShareThisPost #shareforshare #saturdays #saturdaymorning #humanrights #HumanRightsViolations #HumanRightsWatch #humanrightsforall #HumanRightsChallenge #HumanRightsDefenders #gaza_under_attack_now,https://www.facebook.com/100069351265250/posts/648056087516094
